id,created_at,title,width,height,duration,ratio,music_id,music_title,music_author,author_name
7163881186190691611,1667971072,"1 chiếc haul SINH ZIÊN😘 #fyp #Master2022byTikTok #xuhuong #LearnOnTikTok #trending #foryou #fypシ゚viral ",576,1024,73,720p,7062834780219377676,"Lo fi hip hop 💛 (Podcast, Vlog, Advertising, Food, Travel)",Flashinmusic,thaovy1590
7163508175763705114,1667884226,"Hem thít theo số đông =))) #fyp #Master2022byTikTok #LearnOnTikTok #xuhuong #trending #foryou #fypシ゚viral #foryoupage ",576,1024,48,720p,7131751412745095963,Hurt,"♡",thaovy1590
7163264521044266266,1667827493,"màu này bị CHÌM ? #fyp #Master2022byTikTok #LearnOnTikTok #xuhuong #trending #foryou #fypシ゚viral ",576,1024,50,720p,7141585053083044634,"nhạc nền - anhkhang",ahkhang,thaovy1590
7163137842674240795,1667798002,"Chu đáo quá đi 🥺 #fyp #Master2022byTikTok #LearnOnTikTok #xuhuong #trending #foryou #fypシ゚viral #foryoupage ",576,1024,57,720p,7143871522929773338,"ngụ ngonnnn","🐈",thaovy1590
7162882773802405147,1667738613,"Né ra nha 🥲 #fyp #Master2022byTikTok #LearnOnTikTok #xuhuong #trending #foryou #fypシ゚viral #foryoupage ",576,1024,49,720p,7112075880318618395,"nhạc nền - 𝐦𝐲 𝐥𝐞𝐞✨","tmyy cutiii🤍",thaovy1590
7162756739413183770,1667709270,"Tưởng mới trúng số kh á 🤣 #fyp #Master2022byTikTok #LearnOnTikTok #xuhuong #trending #foryou #fypシ゚viral #viral ",576,1024,59,720p,7141585053083044634,"nhạc nền - anhkhang",ahkhang,thaovy1590
7162527323470826779,1667655853,"Luôn luôn vừa kakaka #fyp #Master2022byTikTok #foryoupage #LearnOnTikTok #xuhuong #trending #foryou #fypシ゚viral #viral ",576,1024,59,720p,7141585053083044634,"nhạc nền - anhkhang",ahkhang,thaovy1590
7162395326299622682,1667625120,"Không uổng công chờ đợi😌#fyp #Master2022byTikTok #foryoupage #LearnOnTikTok #xuhuong #trending #foryou #fypシ゚viral ",576,1024,39,720p,7131751412745095963,Hurt,"♡",thaovy1590
7162025491615059227,1667539011,"Sao mà nghĩ ra đc đún homm 😗 #fyp #Master2022byTikTok #foryoupage #viral #LearnOnTikTok #xuhuong #trending ",576,1024,55,720p,7087753809027468059,"EmmE _ DatG",dhn,thaovy1590
7161777556444712218,1667481283,"Sao mà già đc 😗 #fyp #foryou #foryoupage #viral #trending #fypシ゚viral #LearnOnTikTok ",576,1024,58,720p,7155098961433676571,"original sound - dhn",dhn,thaovy1590
7161401808311569690,1667393799,"1 chút chút Black Pink 😗😗 #fyp #foryou #foryoupage #viral #trending #fypシ゚viral #LearnOnTikTok ",576,1024,60,720p,7092962737466231578,"Sound của atkuw","Atkuw✨",thaovy1590
7161282332735933722,1667365984,"Thoát nạn kakaka 🤣 #fyp #foryou #foryoupage #viral #trending #fypシ゚viral #LearnOnTikTok #xuhuong ",576,1024,51,720p,7106156793327291162,"LAGUNYA BARCODE TINNASIT FULL VER","ale [slow]",thaovy1590
7160912556259937562,1667279889,"Nâng cấp v1 trong 1 nốt nhạc =)))) #fyp #foryou #foryoupage #viral #trending #viral #fypシ゚viral #LearnOnTikTok ",576,1024,56,720p,7155098961433676571,"original sound - dhn",dhn,thaovy1590
7160669075423726874,1667223196,"Vào việc thoi =))) #fyp #Halloween2022 #foryou #foryoupage #trending #xuhuong #viral #viralvideo #fypシ゚viral ",576,1024,60,720p,7155098961433676571,"original sound - dhn",dhn,thaovy1590
7160542419723865371,1667193708,"Tưởng bất ổn =))) #fyp #Halloween2022 #LearnOnTikTok #foryou #foryoupage #trending #xuhuong #viral ",576,1024,54,720p,7106156793327291162,"LAGUNYA BARCODE TINNASIT FULL VER","ale [slow]",thaovy1590
7160175720956775707,1667108327,"Ghê chòi#fyp #Halloween2022 #LearnOnTikTok #foryou #foryoupage #trending #xuhuong #viral #thinhhanhtiktok ",576,1024,59,720p,7141585053083044634,"nhạc nền - anhkhang",ahkhang,thaovy1590
7159803786905603354,1667021731,"Kh bao h bỏ rơi mình😗😗 #fyp #LearnOnTikTok #foryou #foryoupage #reviewquanao #trending #xuhuong ",576,1024,50,720p,7112075880318618395,"nhạc nền - 𝐦𝐲 𝐥𝐞𝐞✨","tmyy cutiii🤍",thaovy1590
7159542601669004571,1666960915,"Halloween hoá trang thành công chúa😗 #LearnOnTikTok #fyp #AnCungTikTok #foryoupage #foryou #viral #reviewquanao #thinhhanhtiktok ",576,1024,59,720p,7141585053083044634,"nhạc nền - anhkhang",ahkhang,thaovy1590
7159428269920636187,1666934297,"Nhiều bà đợi bữa h nè✨ #fyp #LearnOnTikTok #trending #foryoupage #xuhuong #fypシ゚viral #foryou ",576,1024,54,720p,7106156793327291162,"LAGUNYA BARCODE TINNASIT FULL VER","ale [slow]",thaovy1590
7159164088210312474,1666872787,"Bao hiệu quả ạ 🤣 #fyp #LearnOnTikTok #trending #foryoupage #xuhuong #fypシ゚viral #foryou ",576,1024,55,720p,7092962737466231578,"Sound của atkuw","Atkuw✨",thaovy1590
7159057103036992795,1666847882,"Lên luôn =))) #fyp #LearnOnTikTok #trending #foryoupage #xuhuong #fypシ゚viral #viral #reviewquanao ",576,1024,60,720p,7136773685192887066,"nhạc nền - anhkhang",ahkhang,thaovy1590
7158806854846500122,1666789615,"Tha cho em đuy 🥲 #fyp #trending #LearnOnTikTok #foryoupage #xuhuong #foryou #viral #fypシ゚viral ",576,1024,60,720p,7092962737466231578,"Sound của atkuw","Atkuw✨",thaovy1590
7158426365325266202,1666701022,"Coi chừng bị tăng động đó =))) #fyp #trending #LearnOnTikTok #foryoupage #xuhuong #foryou ",576,1024,52,720p,7155098961433676571,"original sound - dhn",dhn,thaovy1590
7158306628171762970,1666673144,"Outfit thu đông cho cả Nam và Bắc luôn 😗#fyp #trending #LearnOnTikTok #foryoupage #xuhuong #foryou #viral #fypシ゚viral ",576,1024,48,720p,7155098961433676571,"original sound - dhn",dhn,thaovy1590
7158061660677115163,1666616107,"Quá trời ham r 🥲 #fyp #trending #LearnOnTikTok #foryoupage #xuhuong #foryou #viralvideo ",576,1024,50,720p,7112075880318618395,"nhạc nền - 𝐦𝐲 𝐥𝐞𝐞✨","tmyy cutiii🤍",thaovy1590
7157936147568577819,1666586888,"Hồi đó cứ sợ mặc mấy màu này =)))) #fyp #trending #LearnOnTikTok #foryoupage #xuhuong #foryou #viralvideo ",576,1024,71,720p,7062834780219377676,"Lo fi hip hop 💛 (Podcast, Vlog, Advertising, Food, Travel)",Flashinmusic,thaovy1590
7157688374046854426,1666529197,"Nhiều bà chưa có đúng hemmm #fyp #trending #LearnOnTikTok #foryoupage #xuhuong #foryou #viralvideo ",576,1024,59,720p,7136773685192887066,"nhạc nền - anhkhang",ahkhang,thaovy1590
7157585145275469083,1666505164,"Hong ổn roài🥲 #fyp #trending #LearnOnTikTok #foryoupage #xuhuong #foryou #viral #viralvideo ",576,1024,60,720p,7092962737466231578,"Sound của atkuw","Atkuw✨",thaovy1590
7157202329136139547,1666416032,"Em xin đầu hàng🥲 #fyp #trending #LearnOnTikTok #foryoupage #xuhuong #foryou #viral #viralvideo ",576,1024,65,720p,7064946003434014760,"Gotta Get Some Food Funk",FrequentlyAskedMusic,thaovy1590
7156954875052510490,1666358417,"Bị ghiền á😗 #fyp #trending #LearnOnTikTok #foryoupage #xuhuong #foryou ",576,1024,55,720p,7112075880318618395,"nhạc nền - 𝐦𝐲 𝐥𝐞𝐞✨","tmyy cutiii🤍",thaovy1590
7156837187345042714,1666331015,"Người chơi hệ NGON 😗😗 #fyp #trending #viral #LearnOnTikTok #foryoupage #xuhuong #foryou ",576,1024,52,720p,7106156793327291162,"LAGUNYA BARCODE TINNASIT FULL VER","ale [slow]",thaovy1590
7156576106764700954,1666270227,"Quá ý nghĩa luôn ạ💖#NgayPhuNuVN2022 #fyp #trending #viral #LearnOnTikTok #foryoupage #xuhuong ",576,1024,49,720p,7141585053083044634,"nhạc nền - anhkhang",ahkhang,thaovy1590
7156461484103568666,1666243543,"Chúc chị em nhà tui 20/10 luôn xinh đẹp và hạnh phúc💖 @Thezareen.com  #fyp #NgayPhuNuVN2022 #trending #viral #LearnOnTikTok #foryoupage #xuhuong ",576,1024,56,720p,7112075880318618395,"nhạc nền - 𝐦𝐲 𝐥𝐞𝐞✨","tmyy cutiii🤍",thaovy1590
7156087884402167066,1666156552,"Câu hỏi thường gặp =)))) #fyp #Master2022byTikTok #trending #viral #LearnOnTikTok #foryou #foryoupage ",576,1024,54,720p,7141585053083044634,"nhạc nền - anhkhang",ahkhang,thaovy1590
7155716437137689882,1666070072,"Hong ở nhà đc🥺 #ononmade  #fyp #Master2022byTikTok #trending #viral #LearnOnTikTok #fypシ゚viral #foryou  #foryoupage ",576,1024,56,720p,7092962737466231578,"Sound của atkuw","Atkuw✨",thaovy1590
7155466699230301466,1666011924,"Lên đô nha =))) #fyp #Master2022byTikTok #trending #viral #LearnOnTikTok #foryou #foryoupage #xuhuong ",576,1024,58,720p,7141585053083044634,"nhạc nền - anhkhang",ahkhang,thaovy1590
7155343779321449754,1665983305,"Cho ai chơi h dây thun nè 😗 =))) #fyp #Master2022byTikTok #trending #viral #LearnOnTikTok #foryou #foryoupage ",576,1024,67,720p,7064946003434014760,"Gotta Get Some Food Funk",FrequentlyAskedMusic,thaovy1590
7154989120010358043,1665900729,"“HOA HẬU” của năm 😌 =))) #fyp #Master2022byTikTok #trending #viral #LearnOnTikTok #xuhuong #thinhhanhtiktok #foryoupage ",576,1024,60,720p,7092962737466231578,"Sound của atkuw","Atkuw✨",thaovy1590
7154616494003883291,1665813969,"NGON hơn bao h hết 😌 #fyp #Master2022byTikTok #trending #viral #LearnOnTikTok #xuhuong #viral #thinhhanhtiktok ",576,1024,59,720p,7151662396058503963,"SƠN TÙNG M_TP x SKY DECADE x Intro 2022","𝙃𝙞𝙞 𝙈𝙞𝙣𝙝 ♫",thaovy1590
7154357140335889691,1665753582,"Biết điều là trên hết :))) #fyp #Master2022byTikTok #trending #xuhuong #viral #thinhhanhtiktok #LearnOnTikTok ",576,1024,56,720p,7106156793327291162,"LAGUNYA BARCODE TINNASIT FULL VER","ale [slow]",thaovy1590
7154247459353464091,1665728046,"Hong dễ tìm đâu 🤔 #fyp #Master2022byTikTok #xuhuong #trending #foryoupage #viral #thinhhanhtiktok #LearnOnTikTok ",576,1024,57,720p,7141585053083044634,"nhạc nền - anhkhang",ahkhang,thaovy1590
7153974155153591578,1665664411,"Ở ngoài Bắc thông cảm cho tui nha mấy bà iu , sẽ cố gắng lên clip thu đông bù nè💖 #fyp #xuhuong #trending #foryou #foryoupage #viral #LearnOnTikTok ",576,1024,60,720p,7141585053083044634,"nhạc nền - anhkhang",ahkhang,thaovy1590
7153620376143154459,1665582042,"Phê tới 9 tầng mây =))) #fyp #xuhuong #trending #foryou #foryoupage #viral #LearnOnTikTok ",576,1024,59,720p,7141585053083044634,"nhạc nền - anhkhang",ahkhang,thaovy1590
7153234631641337115,1665492229,"Tưởng gom sỉ không á =))) #fyp #Master2022byTikTok #xuhuong #trending #foryou #foryoupage #viral ",576,1024,50,720p,7143926543620836098,"Tại Sao Lại Xinh Như Thế","Chú Gián Nhỏ",thaovy1590
7153106700633902362,1665462441,"Thất vọng 🥲 #fyp #xuhuong #trending #foryou #viral #LearnOnTikTok #Master2022byTikTok #foryoupage ",576,1024,66,720p,7064946003434014760,"Gotta Get Some Food Funk",FrequentlyAskedMusic,thaovy1590
7152884556503207194,1665410720,"Có GAN mới dám mặc 😉 #fyp #xuhuong #Master2022byTikTok #trending #foryou #viral #LearnOnTikTok #thinhhanhtiktok ",576,1024,56,720p,7151662396058503963,"SƠN TÙNG M_TP x SKY DECADE x Intro 2022","𝙃𝙞𝙞 𝙈𝙞𝙣𝙝 ♫",thaovy1590
7152748762601884955,1665379116,"Xem clip giật bắn mình ráng chịu 😋 #fyp #Master2022byTikTok #xuhuong #trending #foryou #viral ",576,1024,60,720p,7151662396058503963,"SƠN TÙNG M_TP x SKY DECADE x Intro 2022","𝙃𝙞𝙞 𝙈𝙞𝙣𝙝 ♫",thaovy1590
7152507440351694085,1665322914,"Đổi đời luôn =))))) #fyp #Master2022byTikTok #LearnOnTikTok #trending #xuhuong #fypシ゚viral #foryou ",576,1024,60,720p,7092962737466231578,"Sound của atkuw","Atkuw✨",thaovy1590
7152380294325210394,1665293315,"Khó hong🤔 #fyp #LearnOnTikTok #Master2022byTikTok #trending #xuhuong #fypシ゚viral #foryou ",576,1024,55,720p,7106156793327291162,"LAGUNYA BARCODE TINNASIT FULL VER","ale [slow]",thaovy1590
7152129493497416986,1665234918,"Mang theo mỗi ngày luôn 🤔 #fyp #Master2022byTikTok #LearnOnTikTok #trending #xuhuong #foryou #fypシ゚viral ",576,1024,58,720p,7106156793327291162,"LAGUNYA BARCODE TINNASIT FULL VER","ale [slow]",thaovy1590
7152016962133036314,1665208720,"Nỗi khổ nấm lùn🥺 #fyp #Master2022byTikTok #LearnOnTikTok #xuhuong #trending #foryou #viral #foryoupage ",576,1024,59,720p,7143926543620836098,"Tại Sao Lại Xinh Như Thế","Chú Gián Nhỏ",thaovy1590
7151765285475814682,1665150120,"Hợp hong 🤔 ? #fyp #LearnOnTikTok #xuhuong #trending #foryou #viral #foryoupage #thinhhanhtiktok ",576,1024,64,720p,7064946003434014760,"Gotta Get Some Food Funk",FrequentlyAskedMusic,thaovy1590
7151663521384647962,1665126428,"Rất KHÔNG ỔN ạ🥲 #fyp #Master2022byTikTok #LearnOnTikTok #trending #xuhuong #foryou ",576,1024,59,720p,7092962737466231578,"Sound của atkuw","Atkuw✨",thaovy1590
7151415483273727259,1665068679,"Làm dị nó mới công bằng🤧 #fyp #Master2022byTikTok #LearnOnTikTok #trending #xuhuong #foryou ",576,1024,60,720p,7136773685192887066,"nhạc nền - anhkhang",ahkhang,thaovy1590
7151018198974909723,1664976185,"Lố chung cho zui =))) #fyp #LearnOnTikTok #trending #xuhuong #trending #foryou #fypシ゚viral ",576,1024,58,720p,7106156793327291162,"LAGUNYA BARCODE TINNASIT FULL VER","ale [slow]",thaovy1590
7150883345566682394,1664944778,"Ấy nây quá à 🥺 #f#fypM#Master2022byTikTokL#LearnOnTikTokt#trendingx#xuhuongf#fypシ゚viralf#foryou",576,1024,60,720p,7106156793327291162,"LAGUNYA BARCODE TINNASIT FULL VER","ale [slow]",thaovy1590
7150646092760141082,1664889537,"Né tuyệt đối luôn nha =))) #fyp #Master2022byTikTok #xuhuong #LearnOnTikTok #foryou #fypシ゚viral #viral #trending ",576,1024,59,720p,7106156793327291162,"LAGUNYA BARCODE TINNASIT FULL VER","ale [slow]",thaovy1590
7150520689290792219,1664860340,"Lần đầu làm chuyện ấy thiệt nha =)))) #fyp #Master2022byTikTok #LearnOnTikTok #xuhuong #foryou #fypシ゚viral #viral #foryoupage #trending ",576,1024,50,720p,7136773685192887066,"nhạc nền - anhkhang",ahkhang,thaovy1590
7150279384744709403,1664804160,"Miền Nam dễ mặc mà miền Bắc hơi khó đúng hum 🤔🤔 #fyp #LearnOnTikTok #Master2022byTikTok #LearnOnTikTok #xuhuong #foryou #fypシ゚viral #viral #foryoupage ",576,1024,53,720p,7137264330319432474,"chay khoi the gioi nay",dhn,thaovy1590
7150151414516337947,1664774364,"Bao uy tín nha =))) #Master2022byTikTok #fyp #xuhuong #LearnOnTikTok #fypシ゚viral #foryou ",576,1024,60,720p,7107521546197879579,"original sound - dhn",dhn,thaovy1590
7149793517710150938,1664691032,"Khong thể thiếu🥲#Master2022byTikTok #fyp #xuhuong #LearnOnTikTok #fypシ゚viral #viral #foryou ",576,1024,70,720p,7016196298517563393,"When I Ride","Ashley Mehta",thaovy1590
7149405978830703898,1664600801,"phối đc mấy chem outfit lận luôn ?🤔 #fyp #xuhuong #LearnOnTikTok #fypシ゚viral #viral #foryou #foryoupage ",576,1024,60,720p,7092962737466231578,"Sound của atkuw","Atkuw✨",thaovy1590
7149163389208628507,1664544320,"Chịu dì nõiiii 🤧🤧 #fyp #xuhuong #LearnOnTikTok #fypシ゚viral #viral #foryou #foryoupage ",576,1024,59,720p,7107521546197879579,"original sound - dhn",dhn,thaovy1590
